Links,Posts,Preprocessed Posts,Drug Name,Adverse effects(Yes/No),Severity,Side/Harmful effects,Images(Physical/Non physical)
https://csn.cancer.org/discussion/303397/new-ca125-numbers-update,"Hello Ladies!!!!!
 My lovely wife Michele is doing terrific with what she calls her ""Cleansing Treatments"", you know, the usual chemo drug mix. She's no longer a total newbie to all this stuff, as she just had her 8th out of 18 treatments. As I said before, her initial CA125 was over 2,000 and after surgery it fell to 424 if I remember right. A week after the 3rd treatment it fell to 179 and we got wind last Wednesday that a week after her 6th treatment her number was 112. I know, I know, you have all seen this before, and this is old hat, and newbies usually respond very well, and I bet most of you could have guessed her progress. But with all that, we are mostly elated that she's getting such good care and that her body is responding in a very positive way. In a nut shell, she's almost NEVER been sick at all with the chemo, I mean Cleansing Treatments. She didn't start losing her hair until like 4 or 5 weeks in, and it only partially fell out, but we decided to give her the buzz cut and she was excited to try her wig, which looks nearly spot on from her normal hair. She mostly goes without it and has only worn it twice the past 3 weeks or so. A really neat ballcap has been her choice, it's the designer kind. She did have a mild scare with her white blood count low so she had to wear a mask some and watch being around anyone. Now the past 3 weeks her hemoglobin has been declining and had it been any lower, they would not have given her treatment today. I think it was 9.5 and they want it 12 to 14. The won't give the treatment if it reaches 9, so Michele is afraid of that. She went for a two mile walk yesterday, and they told her not to do that anymore and to get more rest than she normally does. I don't know what she should do and what she shouldn't do. They told her to eat more protein. Do any of you have any suggestions, and how do you feel the assesment I have shown here? I'm always excited to learn from all of you and I appreciate hearing what you all have to say. I am sure it is hard to watch for some of you because you know the road map for a stage 3C or 4 patient, and how excited they get when they think they are beating this. And I also know that the road ahead might not always be peachy. I've read enough about all the wonderful women who brave this fight on this page, and I am a realist, but I don't for a single minute pretend to be the know it all, and don't ever want to display weakness in front of Michele. She's 46 and an incredible fighter. Michele was Ms. Kansas Drill Team winner & she used to be a cheerleader for the Kansas City Chiefs, and she's coached hundreds of young ladies to winning national championships. She's got what great women are made of, and knowing her, and reading this page, women are way tougher than men. When I am all alone like I am right now, I let a little tiny bit of negativity to creap in and I dred to ever see her fight slipping through her fingers. I know you women have seen it all on this page and have lost some very inspirational women and leaders on the page. I can tell you, that reading their stories and progress keeps their spirit alive in me and I plan on being a great care giver. I am sad there are not more care givers on this page learning from all of you like I am. Thanks for listening, I love you all......big john",hello ladies my lovely wife michele is doing terrific with what she calls her cleansing treatments you know the usual chemo drug mix shes no longer a total newbie to all this stuff as she just had her 8th out of 18 treatments as i said before her initial ca125 was over 2000 and after surgery it fell to 424 if i remember right a week after the 3rd treatment it fell to 179 and we got wind last wednesday that a week after her 6th treatment her number was 112 i know i know you have all seen this before and this is old hat and newbies usually respond very well and i bet most of you could have guessed her progress but with all that we are mostly elated that shes getting such good care and that her body is responding in a very positive way in a nut shell shes almost never been sick at all with the chemo i mean cleansing treatments she didnt start losing her hair until like 4 or 5 weeks in and it only partially fell out but we decided to give her the buzz cut and she was excited to try her wig which looks nearly spot on from her normal hair she mostly goes without it and has only worn it twice the past 3 weeks or so a really neat ballcap has been her choice its the designer kind she did have a mild scare with her white blood count low so she had to wear a mask some and watch being around anyone now the past 3 weeks her hemoglobin has been declining and had it been any lower they would not have given her treatment today i think it was 95 and they want it 12 to 14 the wont give the treatment if it reaches 9 so michele is afraid of that she went for a two mile walk yesterday and they told her not to do that anymore and to get more rest than she normally does i dont know what she should do and what she shouldnt do they told her to eat more protein do any of you have any suggestions and how do you feel the assesment i have shown here im always excited to learn from all of you and i appreciate hearing what you all have to say i am sure it is hard to watch for some of you because you know the road map for a stage 3c or 4 patient and how excited they get when they think they are beating this and i also know that the road ahead might not always be peachy ive read enough about all the wonderful women who brave this fight on this page and i am a realist but i dont for a single minute pretend to be the know it all and dont ever want to display weakness in front of michele shes 46 and an incredible fighter michele was ms kansas drill team winner she used to be a cheerleader for the kansas city chiefs and shes coached hundreds of young ladies to winning national championships shes got what great women are made of and knowing her and reading this page women are way tougher than men when i am all alone like i am right now i let a little tiny bit of negativity to creap in and i dred to ever see her fight slipping through her fingers i know you women have seen it all on this page and have lost some very inspirational women and leaders on the page i can tell you that reading their stories and progress keeps their spirit alive in me and i plan on being a great care giver i am sad there are not more care givers on this page learning from all of you like i am thanks for listening i love you allbig john,not mentioned,Yes,Moderate,"hair loss, low white blood count, declining hemoglobin",hair loss
https://csn.cancer.org/discussion/314310/looking-for-hope,"So, I guess it started in March 2016. At age 50, my Mom started having awful periods, very painful and heavier than ever before. I work in OBGYN, so I thought this was just perimenopausal symptoms, as did my provider. So an ultrasound was done, everything is normal besides her uterus is slightly long and her left ovary has multiple follicles. She is considering an ablation but the doctor does not think she is a good candidate because of the size of her uterus. So she decides to hold out to see if the awful periods just stop their own. They Don’t. Come October 2016, periods are worse than before, she wants something done. They decide to go with an IUD, so that is inserted the same day. Everything is awesome for a year. Periods are nonexistent, cramping has stopped, she loves the IUD. Come 06/2017, she starts having pain and swelling in her right ankle. PCP thinks it’s Gout. Gives her medicine for that which does nothing. She calls her back and says she is no better. I asked for her to get an doppler of her leg to check for DVT. Her PCP is not convinced. PCP says let’s order an X-ray to check for injury (there was no injury) I talk to Dr. S who is worried and says its no issue to order one, so she did. Low and Behold she has a DVT. Mom gets put on Xaralto for 3 months, the clot resolves fairly quickly. Then she is taken off. Forward to October 19th, 2017, Im leaving for work and she's complaining of lower abdominal pain. First thing I think of is something is wrong with the IUD, So I asked her to come in ASAP for an ultrasound to make sure it’s still in the right place. So we get her in, ultrasound first then seeing the doctor. Ultrasound shows normal left ovary BUT cannot see right ovary because of large complex mass measuring at least 15cm, with blood flow. She has a cruise scheduled the very next day to Mexico. So Doctor S. says go ahead and go, we will take care of everything when you get back. At first Doctor S. thinks its just a large complex cyst (Benign), but since it is so large it needs to come out. Doctor S. said since her periods are bad already, let’s do a hysterectomy with right oophorectomy. But with the cyst being so large, she will have to make a vertical incision. So mom gets back from her trip, following day Doctor S. wants some blood work in anticipation for surgery. Also, mom was complaining of pain in her left leg now after the long car ride from mexico. So another doppler was ordered. She ended up having 2 DVT’s in that leg. She was kept in the hospital to have an IVC filter, which prevents DVT’s traveling to the lungs. (She ended up already having multiple Pulmonary Embolisms at the time that wasn't known.) She Orders a CBC, CMP, and CA 125. Everything came back fine EXCEPT CA 125 was 2939, which is supposed to be 35 and below. So RED FLAG RED FLAG RED FLAG. Dr. S still doesn’t seem too worried, she thinks it is a Low malignant potential tumor. So she consults with one of her best oncology colleagues, which is Dr. Murray. Dr. Murray seems actually very worried, with the size of the mass, her very high CA 125, and with recurrent DVT’s. Now Dr. Murray is doing the surgery instead of Dr. S. We meet with Dr. Murray, she tells us straight up she thinks this is Ovarian Cancer. So now we have to wait a little over one month for surgery because Dr. Murray is worried about the blood clots. Come December 1st, surgery lasts for about 4-5 hours. She did a Hysterectomy w/BSO, appendectomy and omenectomy. Took multiple biopsies from everywhere, and ended up taking 15 lymph nodes. We are told it is cancer, but that it looks to be stage 1C. The tumor was not really adhered to anything at all, there was fluid from part of the tumor rupturing. About 1 week later we have her first post op, where she tells us she is now stage 3C. There is cancer in 2 lower lymph nodes and well as 1 along the aorta. Literally EVERYTHING else is negative for cancer. Uterus, left ovary, appendix, pelvic washings, all biopsies. I’ve never seen a story like this, I’ve always seen stage 3C where there are tumors everywhere in the abdomen. So to hear this is shocking. We were expecting good (considering) news and now it’s just awful. Oh, also when the CT scan was done to look for PE's, they found a nodule. She is a former smoker so I know it could be scar tissue or something. Dr. Murray doesn't seem to be that worried about that being cancer because there is not free fluid around it but she will be watching it. If it is then that means the cancer is stage 4. She will start chemo tomorrow, January 11th. Chemo will be 6 cycles of Carboplatin and Taxotere. I know she is in good hands with her Gynecologic Oncology doctor but I am absolutely terrified. I just want to hear stories, any helpful advice. Sorry this is so long, please let me know if you have any questions.",so i guess it started in march 2016 at age 50 my mom started having awful periods very painful and heavier than ever before i work in obgyn so i thought this was just perimenopausal symptoms as did my provider so an ultrasound was done everything is normal besides her uterus is slightly long and her left ovary has multiple follicles she is considering an ablation but the doctor does not think she is a good candidate because of the size of her uterus so she decides to hold out to see if the awful periods just stop their own they dont come october 2016 periods are worse than before she wants something done they decide to go with an iud so that is inserted the same day everything is awesome for a year periods are nonexistent cramping has stopped she loves the iud come 062017 she starts having pain and swelling in her right ankle pcp thinks its gout gives her medicine for that which does nothing she calls her back and says she is no better i asked for her to get an doppler of her leg to check for dvt her pcp is not convinced pcp says lets order an xray to check for injury there was no injury i talk to dr s who is worried and says its no issue to order one so she did low and behold she has a dvt mom gets put on xaralto for 3 months the clot resolves fairly quickly then she is taken off forward to october 19th 2017 im leaving for work and shes complaining of lower abdominal pain first thing i think of is something is wrong with the iud so i asked her to come in asap for an ultrasound to make sure its still in the right place so we get her in ultrasound first then seeing the doctor ultrasound shows normal left ovary but cannot see right ovary because of large complex mass measuring at least 15cm with blood flow she has a cruise scheduled the very next day to mexico so doctor s says go ahead and go we will take care of everything when you get back at first doctor s thinks its just a large complex cyst benign but since it is so large it needs to come out doctor s said since her periods are bad already lets do a hysterectomy with right oophorectomy but with the cyst being so large she will have to make a vertical incision so mom gets back from her trip following day doctor s wants some blood work in anticipation for surgery also mom was complaining of pain in her left leg now after the long car ride from mexico so another doppler was ordered she ended up having 2 dvts in that leg she was kept in the hospital to have an ivc filter which prevents dvts traveling to the lungs she ended up already having multiple pulmonary embolisms at the time that wasnt known she orders a cbc cmp and ca 125 everything came back fine except ca 125 was 2939 which is supposed to be 35 and below so red flag red flag red flag dr s still doesnt seem too worried she thinks it is a low malignant potential tumor so she consults with one of her best oncology colleagues which is dr murray dr murray seems actually very worried with the size of the mass her very high ca 125 and with recurrent dvts now dr murray is doing the surgery instead of dr s we meet with dr murray she tells us straight up she thinks this is ovarian cancer so now we have to wait a little over one month for surgery because dr murray is worried about the blood clots come december 1st surgery lasts for about 45 hours she did a hysterectomy wbso appendectomy and omenectomy took multiple biopsies from everywhere and ended up taking 15 lymph nodes we are told it is cancer but that it looks to be stage 1c the tumor was not really adhered to anything at all there was fluid from part of the tumor rupturing about 1 week later we have her first post op where she tells us she is now stage 3c there is cancer in 2 lower lymph nodes and well as 1 along the aorta literally everything else is negative for cancer uterus left ovary appendix pelvic washings all biopsies ive never seen a story like this ive always seen stage 3c where there are tumors everywhere in the abdomen so to hear this is shocking we were expecting good considering news and now its just awful oh also when the ct scan was done to look for pes they found a nodule she is a former smoker so i know it could be scar tissue or something dr murray doesnt seem to be that worried about that being cancer because there is not free fluid around it but she will be watching it if it is then that means the cancer is stage 4 she will start chemo tomorrow january 11th chemo will be 6 cycles of carboplatin and taxotere i know she is in good hands with her gynecologic oncology doctor but i am absolutely terrified i just want to hear stories any helpful advice sorry this is so long please let me know if you have any questions,"Xaralto, Carboplatin, Taxotere",Yes,High,"pain and swelling in her right ankle, DVT, pain in her left leg, multiple Pulmonary Embolisms, cancer, stage 3C, nodule, former smoker, chemotherapy, terrified",pain and swelling in her right ankle
https://csn.cancer.org/discussion/209690/side-effects-after-completing-taxol-carbo-treatment,"Hi
 I've just joined the site this evening. I completed my 18 weeks of Taxol/Carbo treatment 5 weeks ago today. I did very well on the chemo with relatively few side effects apart from weight gain (arghhhh) and hair loss. Anyway about 2-3 weeks after completing the treatment i started to get aching muscles and painful joints especially knees and fingers. The only way i can describe the feeling is like having done a huge workout at the gym after not going to the gym for 6 months - that's what the muscle pain feels like, the joint pain feels like what i suppose arthritis must feel like, it's painful to bend my knees and generally move around. I didn't have any of these symptoms prior to chemo and i'm only 46 so i don't think it's age related arthritis!!! I have spoken to the oncology nurse and she says that these side effects can happen but aren't that common. Has anyone else experienced this after completing their treatment. Also nearly all my eyebrows and eyelashes have fallen out since i've finished the treatment NOT whilst i was undergoing it - weird!!!",hi ive just joined the site this evening i completed my 18 weeks of taxolcarbo treatment 5 weeks ago today i did very well on the chemo with relatively few side effects apart from weight gain arghhhh and hair loss anyway about 23 weeks after completing the treatment i started to get aching muscles and painful joints especially knees and fingers the only way i can describe the feeling is like having done a huge workout at the gym after not going to the gym for 6 months thats what the muscle pain feels like the joint pain feels like what i suppose arthritis must feel like its painful to bend my knees and generally move around i didnt have any of these symptoms prior to chemo and im only 46 so i dont think its age related arthritis i have spoken to the oncology nurse and she says that these side effects can happen but arent that common has anyone else experienced this after completing their treatment also nearly all my eyebrows and eyelashes have fallen out since ive finished the treatment not whilst i was undergoing it weird,"Taxol, Carbo",Yes,Moderate,"weight gain, hair loss, aching muscles, painful joints, pain in knees, pain in fingers, loss of eyebrows, loss of eyelashes"," hair loss, loss of eyebrows, loss of eyelashes"
https://csn.cancer.org/discussion/310495/extreme-pain-following-surgery,"My mother recently had two tumors removed from her abdomen (Stage 2 ovarian cancer), which also involved a colon resection as the tumors were around part of her large intestine and part of her small intestine. She has a vertical incision from about her sternum to her pubic bone, which I'm guessing is pretty standard. She is two weeks post surgery and has begun experiencing tremendous abdominal pain -- on a scale from 1 to 10, she said it's a 20. The pain literally brought her to her knees this afternoon (and she has a high pain tolerance). Fortunately, she was at the surgeon's office for a follow up visit when it occurred. He examined her and said everything looked ok -- what she was experiencing was normal for the type of major surgery she had. He also reminded her that she needs to take her pain pills to stay ahead of the pain, which she had not been doing. (But, my mom claims she didn't need the pain pills for the last week -- this mega pain just hit her with no warning.)
 This extreme pain has been coming in waves for most of the day and continuing now into the night. She is literally in tears trying to cope and counting the minutes until her next pain pill (Dilaudid).
 Is this type of crippling pain normal? If so, how long can she expect to experience it?",my mother recently had two tumors removed from her abdomen stage 2 ovarian cancer which also involved a colon resection as the tumors were around part of her large intestine and part of her small intestine she has a vertical incision from about her sternum to her pubic bone which im guessing is pretty standard she is two weeks post surgery and has begun experiencing tremendous abdominal pain on a scale from 1 to 10 she said its a 20 the pain literally brought her to her knees this afternoon and she has a high pain tolerance fortunately she was at the surgeons office for a follow up visit when it occurred he examined her and said everything looked ok what she was experiencing was normal for the type of major surgery she had he also reminded her that she needs to take her pain pills to stay ahead of the pain which she had not been doing but my mom claims she didnt need the pain pills for the last week this mega pain just hit her with no warning this extreme pain has been coming in waves for most of the day and continuing now into the night she is literally in tears trying to cope and counting the minutes until her next pain pill dilaudid is this type of crippling pain normal if so how long can she expect to experience it,Dilaudid,Yes,High,"tremendous abdominal pain, extreme pain, crippling pain",none
https://csn.cancer.org/discussion/310468/no-health-insurance-and-worried-about-symptoms,"Hi I just joined this board because I have a few concerns over some symptoms I have... Fit's of all I haven't been to a gynecologist in over 4 years. The last time I went I tested positive for HPV and they wanted me to schedule a colposcopy because they found precancerous cells. I never followed up on it. Anyway now I am experiencing the following symptom:
 anemic- I was unable to donate blood due to low iron levels
 hair growth- to be fair I've had a problem with this for about 10 years, I could be the bearded lady tbh
 urgency- this started a little over a year ago
 fatigue - I feel tired constantly and have for about a year
 bloating - I get full very quickly sometimes and have on and off abdominal pressure... this has been going on for about half a year
 ive been putting off seeing a doctor because I'm uninsured. Also I'm 31.",hi i just joined this board because i have a few concerns over some symptoms i have fits of all i havent been to a gynecologist in over 4 years the last time i went i tested positive for hpv and they wanted me to schedule a colposcopy because they found precancerous cells i never followed up on it anyway now i am experiencing the following symptom anemic i was unable to donate blood due to low iron levels hair growth to be fair ive had a problem with this for about 10 years i could be the bearded lady tbh urgency this started a little over a year ago fatigue i feel tired constantly and have for about a year bloating i get full very quickly sometimes and have on and off abdominal pressure this has been going on for about half a year ive been putting off seeing a doctor because im uninsured also im 31,not mentioned,Yes,Moderate,"anemic, hair growth, urgency, fatigue, bloating",none
https://csn.cancer.org/discussion/310386/coping-with-anxiety,"I have been having severe, paralyzing anxiety for several months now, even before the recurrence was found in April. 
 How are other people managing that? I meditate, take walks, pull weeds in my garden, have started using medical cannabis, listen to certain songs, and when I can't stand it anymore, take an Ativan. But I know they're going to cut off my Ativan pretty soon and I feel like I am completely losing my mind. I can't think, I can't sit still, I can't get any work done. This is hell.",i have been having severe paralyzing anxiety for several months now even before the recurrence was found in april how are other people managing that i meditate take walks pull weeds in my garden have started using medical cannabis listen to certain songs and when i cant stand it anymore take an ativan but i know theyre going to cut off my ativan pretty soon and i feel like i am completely losing my mind i cant think i cant sit still i cant get any work done this is hell,"medical cannabis, Ativan",Yes,High,"severe anxiety, paralyzing anxiety, losing my mind, can't think, can't sit still, can't get any work done, hell",none
https://csn.cancer.org/discussion/310105/depression,"This is the fourth time I've had surgery (this time I got an ovarian tumor in my right lung) and the fourth time for losing my hair through chemo. I also have bad knees and need both replaced. I am on constant pain with these thoughI have a scrip for painkillers --I can't take NSAID's, like many people. The surgery scars still hurt badly--though the surgery was at the beginning of February. My doctor says there are a lot of nerves in the rib/thoracic area and it may be a full year before I can wear a bra again. In addition I have edema in my left left and am on a diuretic. Also a blood thinner because after botched knee surgery last December I got multiple blood clots again -- I have a history of these though I don't have the gene which means only that this gene I carry just hasn't been identified yet. Also my CA 125 is not a reliable indicator for me. I've basically been on bedrest since last December with my knees and I've gained a huge aount of weight which isn't really a vanity issue but 'wardrobe economics' since I need new clothese.
 I was doing OK until last Saturday morning--I was cheerful and positive-- when I suddenly had a meltdown in the kitchen and burst into tears. Luckily my husband is sympathetic. 
 But then Sunday evening watching tv I had my back to him and heald an end table fall over and a big noise -- he had too much to drink and fell on the floor and couldn't get up. He was crying and saying ""I want you back, I miss you, I'm afraid you're going to die and I can't live without you."" And this went on for about an hour. I lay down on the carpet with him and held him and let him cry. I had to help him get up. 
 He has his own problems, he is getting Lupron for advanced prostate cancer, but the Lupron is working, which is good, his PSA is way down. However the Lupron is basically female hormones, and its as if he's going through menopause. It makes him emotionally volatile, up and down, irritable at times, etc. So I think the Lupron contributed to Sunday's event.
 But somehow this was the last straw. I rrealise I am tryig to act like I feel OK when I feel ill, and its just too much. Now I feel weepy all the time, and I go to the bathroom and cry. I feel I can't cope, but I don't have any choice. I'm geting phobic about needles. Going for chemo yesterday I had to take a tranquiliser, I just couldn't bear it. And I have chemo through September 22. 
 So I just wanted to vent.",this is the fourth time ive had surgery this time i got an ovarian tumor in my right lung and the fourth time for losing my hair through chemo i also have bad knees and need both replaced i am on constant pain with these thoughi have a scrip for painkillers i cant take nsaids like many people the surgery scars still hurt badlythough the surgery was at the beginning of february my doctor says there are a lot of nerves in the ribthoracic area and it may be a full year before i can wear a bra again in addition i have edema in my left left and am on a diuretic also a blood thinner because after botched knee surgery last december i got multiple blood clots again i have a history of these though i dont have the gene which means only that this gene i carry just hasnt been identified yet also my ca 125 is not a reliable indicator for me ive basically been on bedrest since last december with my knees and ive gained a huge aount of weight which isnt really a vanity issue but wardrobe economics since i need new clothese i was doing ok until last saturday morningi was cheerful and positive when i suddenly had a meltdown in the kitchen and burst into tears luckily my husband is sympathetic but then sunday evening watching tv i had my back to him and heald an end table fall over and a big noise he had too much to drink and fell on the floor and couldnt get up he was crying and saying i want you back i miss you im afraid youre going to die and i cant live without you and this went on for about an hour i lay down on the carpet with him and held him and let him cry i had to help him get up he has his own problems he is getting lupron for advanced prostate cancer but the lupron is working which is good his psa is way down however the lupron is basically female hormones and its as if hes going through menopause it makes him emotionally volatile up and down irritable at times etc so i think the lupron contributed to sundays event but somehow this was the last straw i rrealise i am tryig to act like i feel ok when i feel ill and its just too much now i feel weepy all the time and i go to the bathroom and cry i feel i cant cope but i dont have any choice im geting phobic about needles going for chemo yesterday i had to take a tranquiliser i just couldnt bear it and i have chemo through september 22 so i just wanted to vent,"Lupron, chemo, tranquiliser",Yes,High,"hair loss, constant pain, surgery scars hurt, edema in left leg, multiple blood clots, weight gain, emotional volatility, irritability, feeling weepy, phobia about needles, need for tranquilizer","hair loss, edema in left leg, multiple blood clots"
https://csn.cancer.org/discussion/297842/ovarian-cancer-symptoms-and-tests,"Hi, I actually usually post on the breast cancer board as I was diagnosed in nov with stage 2B invasive ductal carcinoma grade 3 with lymphnode involvement. In dec I had bilateral mastectomy and removal if fifteen nodes. I did six rounds of aggressive chemo and am still doing my herceptin til end of dec this year. I also did 32 rounds of radiation. Long story short in July I started having non stop excruciating low back pain and no one can really pinpoint the problem other than chemo induced pain as well as tomixifen and a slightly herniated disc which I'm assuming that has been there for some time. I have been experiencing ovary and abdominal pain last couple weeks . I went to my gynecologist and he did vaginal ultra sound and could tell I was in a lot of pain but didn't see any cysts or anything. He did do the ca125 test and will be doing ct scan Monday. I know sometimes the blood test can be normal and scans not show anything. He said depending on what my test and scan shows we should do laparoscopy to see why the pain. Can anyone relate or help me figure this out. My aunt also has breast cancer as well and now ovarian cancer but she had fluid build up. Any information would be great. Always as a cancer paitent new consiitent pains cause a lot of worry .. I also forget to mention I am 40 and was pre menopausal prior to my breast cancer but am in menopause from chemo and tomoxifen 
 Thank you 
 Mary",hi i actually usually post on the breast cancer board as i was diagnosed in nov with stage 2b invasive ductal carcinoma grade 3 with lymphnode involvement in dec i had bilateral mastectomy and removal if fifteen nodes i did six rounds of aggressive chemo and am still doing my herceptin til end of dec this year i also did 32 rounds of radiation long story short in july i started having non stop excruciating low back pain and no one can really pinpoint the problem other than chemo induced pain as well as tomixifen and a slightly herniated disc which im assuming that has been there for some time i have been experiencing ovary and abdominal pain last couple weeks i went to my gynecologist and he did vaginal ultra sound and could tell i was in a lot of pain but didnt see any cysts or anything he did do the ca125 test and will be doing ct scan monday i know sometimes the blood test can be normal and scans not show anything he said depending on what my test and scan shows we should do laparoscopy to see why the pain can anyone relate or help me figure this out my aunt also has breast cancer as well and now ovarian cancer but she had fluid build up any information would be great always as a cancer paitent new consiitent pains cause a lot of worry i also forget to mention i am 40 and was pre menopausal prior to my breast cancer but am in menopause from chemo and tomoxifen thank you mary,"herceptin, tomoxifen",Yes,High,"chemo induced pain, non stop excruciating low back pain, ovary and abdominal pain, menopause from chemo and tomoxifen",none
https://csn.cancer.org/discussion/309665/hair-loss,"Hello everyone, I am trying to make a decision. I have had my first round of chemo 2 weeks ago. My scalp is hurting so bad, it hurts to do anything. I already have a pixie cut, but if I went shorter and shaved it would that help with the pain at all? I asked my chemo nurse today and she told me my head would get really cold. I don't care about the cold I live in fl and it is hot! Plus I can cover my head.",hello everyone i am trying to make a decision i have had my first round of chemo 2 weeks ago my scalp is hurting so bad it hurts to do anything i already have a pixie cut but if i went shorter and shaved it would that help with the pain at all i asked my chemo nurse today and she told me my head would get really cold i dont care about the cold i live in fl and it is hot plus i can cover my head,not mentioned,Yes,High,"scalp hurting, pain",none
https://csn.cancer.org/discussion/309963/decadron-side-effects,"I have been given decadron steroids before chemo and was concerned about the side effects such as the sleeplessness, ""moon face"" and weight gain. Have any of you experienced such side effects? I talked to my doctor about it, and they agreed to reduce the dosage, but I'm still concerned. Any advice?",i have been given decadron steroids before chemo and was concerned about the side effects such as the sleeplessness moon face and weight gain have any of you experienced such side effects i talked to my doctor about it and they agreed to reduce the dosage but im still concerned any advice,decadron,Yes,Moderate,"sleeplessness, moon face, weight gain",none
https://csn.cancer.org/discussion/309921/stage-3c-ovarian-cancer,"My mom got diagnosed with Stage 3C ovarian cancer (age 54) on December 21st, with spread to the omentum with ascites with one lymph note involvement. Per doctors recomendation, my mom completed neoadjuvant chemo before surgery (4 rounds of dose-dense of taxol and carboplatin). Symptom wise she has been great, with the only side effect being constipation (which we were able to get under control)!
 CA125 at time of diagnosis - 850; After 1st round - 280; 2nd round - 80; 3rd round - 18; 4th round -16
 CT scan was completed - with the chemo results being favorable but incomplete (monumental shrinking within pelvis area; but omentum did not really change). Surgery is still scheduled for June 7th!
 What does an incomplete response to chemo mean, does that mean she's platinum sensitive? Has anyone experience neoadjuvant dose-dense before surgery? What should I expect for after-care after her surgery?
 
 Thanks so much!",my mom got diagnosed with stage 3c ovarian cancer age 54 on december 21st with spread to the omentum with ascites with one lymph note involvement per doctors recomendation my mom completed neoadjuvant chemo before surgery 4 rounds of dosedense of taxol and carboplatin symptom wise she has been great with the only side effect being constipation which we were able to get under control ca125 at time of diagnosis 850 after 1st round 280 2nd round 80 3rd round 18 4th round 16 ct scan was completed with the chemo results being favorable but incomplete monumental shrinking within pelvis area but omentum did not really change surgery is still scheduled for june 7th what does an incomplete response to chemo mean does that mean shes platinum sensitive has anyone experience neoadjuvant dosedense before surgery what should i expect for aftercare after her surgery thanks so much,"taxol, carboplatin",Yes,High,constipation,none
https://csn.cancer.org/discussion/307126/low-grade-serous-cancer,"Hi Folks,
 My wife is 59 and has been diagnosed with recurrent metastatic low grade serous ovarian cancer. She had borderline ovarian cancer 38 years ago and ended up with congestive heart failure (cardiomyopthy) due to the chemo treatments in 1979. It is my understanding that this low grade cancer is very chemo resistant. Her doctor indicated she would not be cured, of this but they can treat the disease. She also thought she could survive another 10 years with continued treatments. Are there any long term survivors out there with the same cardio issues and recurrent cancer? Please share your stories.
 Thanks
 Steve",hi folks my wife is 59 and has been diagnosed with recurrent metastatic low grade serous ovarian cancer she had borderline ovarian cancer 38 years ago and ended up with congestive heart failure cardiomyopthy due to the chemo treatments in 1979 it is my understanding that this low grade cancer is very chemo resistant her doctor indicated she would not be cured of this but they can treat the disease she also thought she could survive another 10 years with continued treatments are there any long term survivors out there with the same cardio issues and recurrent cancer please share your stories thanks steve,not mentioned,Yes,High,congestive heart failure (cardiomyopathy),none
